ID	TCGA-BA-4074-01A-21-2072-20	TCGA-BA-4078-01A-21-2072-20	TCGA-BA-5149-01A-21-2072-20	TCGA-BA-5151-01A-21-2072-20	TCGA-BA-5152-01A-11-2072-20	TCGA-BA-5556-01A-21-2072-20	TCGA-BA-5557-01A-21-2072-20	TCGA-BA-6871-01A-13-2073-20	TCGA-BA-6872-01A-13-2073-20	TCGA-BA-6873-01A-13-2073-20	TCGA-BA-A4II-01A-21-A45L-20	TCGA-BA-A6DA-01A-41-A45M-20	TCGA-BA-A6DB-01A-21-A45L-20	TCGA-BA-A6DE-01A-11-A45L-20	TCGA-BA-A6DF-01A-21-A45L-20	TCGA-BA-A6DG-01A-11-A45L-20	TCGA-BA-A6DJ-01A-21-A45L-20	TCGA-BA-A6DL-01A-11-A45L-20	TCGA-BB-7861-01A-21-A45L-20	TCGA-BB-7866-01A-21-A45L-20	TCGA-BB-7872-01A-21-A45L-20	TCGA-BB-A5HU-01A-21-A45L-20	TCGA-BB-A5HZ-01A-11-A45L-20	TCGA-BB-A6UM-01A-21-A45M-20	TCGA-C9-A47Z-01A-21-A45L-20	TCGA-C9-A480-01A-21-A45L-20	TCGA-CN-4722-01A-21-2072-20	TCGA-CN-4723-01A-21-2072-20	TCGA-CN-4725-01A-21-2072-20	TCGA-CN-4726-01A-21-2072-20	TCGA-CN-4727-01A-21-2072-20	TCGA-CN-4728-01A-21-2072-20	TCGA-CN-4729-01A-21-2072-20	TCGA-CN-4730-01A-21-2072-20	TCGA-CN-4731-01A-21-2072-20	TCGA-CN-4733-01A-31-2072-20	TCGA-CN-4734-01A-21-2072-20	TCGA-CN-4735-01A-21-2072-20	TCGA-CN-4736-01A-21-2072-20	TCGA-CN-4737-01A-21-2072-20	TCGA-CN-4738-01A-31-2072-20	TCGA-CN-4739-01A-31-2072-20	TCGA-CN-4740-01A-21-2072-20	TCGA-CN-4742-01A-31-2072-20	TCGA-CN-5356-01A-21-2072-20	TCGA-CN-5358-01A-21-2072-20	TCGA-CN-5359-01A-21-2072-20	TCGA-CN-5360-01A-21-2072-20	TCGA-CN-5361-01A-21-2072-20	TCGA-CN-5364-01A-21-2072-20	TCGA-CN-5365-01A-21-2072-20	TCGA-CN-5366-01A-21-2072-20	TCGA-CN-5367-01A-21-2072-20	TCGA-CN-5369-01A-21-2072-20	TCGA-CN-5370-01A-21-2072-20	TCGA-CN-5373-01A-21-2072-20	TCGA-CN-6010-01A-13-2072-20	TCGA-CN-6011-01A-13-2072-20	TCGA-CN-6012-01A-13-2072-20	TCGA-CN-6013-01A-13-2072-20	TCGA-CN-6016-01A-13-2072-20	TCGA-CN-6017-01A-13-2073-20	TCGA-CN-6018-01A-13-2073-20	TCGA-CN-6019-01A-13-2073-20	TCGA-CN-6021-01A-13-2073-20	TCGA-CN-6022-01A-23-2073-20	TCGA-CN-6023-01A-13-2073-20	TCGA-CN-6024-01A-13-2073-20	TCGA-CN-6988-01A-13-2073-20	TCGA-CN-6989-01A-13-2073-20	TCGA-CN-6992-01A-13-2073-20	TCGA-CN-6994-01A-13-2073-20	TCGA-CN-6995-01A-13-2073-20	TCGA-CN-6996-01A-13-2073-20	TCGA-CN-6997-01A-13-2073-20	TCGA-CN-6998-01A-24-2073-20	TCGA-CN-A497-01A-21-A45L-20	TCGA-CN-A498-01A-21-A45L-20	TCGA-CN-A63T-01A-21-A45M-20	TCGA-CN-A63U-01A-21-A45M-20	TCGA-CN-A63V-01A-21-A45M-20	TCGA-CN-A63W-01A-21-A45M-20	TCGA-CN-A63Y-01A-21-A45M-20	TCGA-CN-A640-01A-11-A45M-20	TCGA-CN-A641-01A-21-A45M-20	TCGA-CN-A642-01A-21-A45M-20	TCGA-CN-A6V3-01A-21-A45M-20	TCGA-CQ-5324-01A-21-2072-20	TCGA-CQ-5325-01A-21-2072-20	TCGA-CQ-5326-01A-21-2072-20	TCGA-CQ-5327-01A-21-2072-20	TCGA-CQ-5329-01A-21-2072-20	TCGA-CQ-5330-01A-21-2072-20	TCGA-CQ-5331-01A-31-2072-20	TCGA-CQ-5332-01A-21-2072-20	TCGA-CQ-5333-01A-21-A45L-20	TCGA-CQ-5334-01A-21-2072-20	TCGA-CQ-6218-01A-13-2073-20	TCGA-CQ-6219-01A-13-2073-20	TCGA-CQ-6220-01A-13-2073-20	TCGA-CQ-6221-01A-13-2073-20	TCGA-CQ-6222-01A-13-2073-20	TCGA-CQ-6224-01A-13-2073-20	TCGA-CQ-6225-01A-13-2073-20	TCGA-CQ-6227-01A-13-2073-20	TCGA-CQ-6228-01A-13-2073-20	TCGA-CQ-6229-01A-13-2073-20	TCGA-CQ-7064-01A-21-A45L-20	TCGA-CQ-7065-01A-13-2073-20	TCGA-CQ-7068-01A-13-2073-20	TCGA-CQ-A4C9-01A-21-A45L-20	TCGA-CQ-A4CA-01A-21-A45L-20	TCGA-CQ-A4CB-01A-21-A45L-20	TCGA-CQ-A4CD-01A-11-A45L-20	TCGA-CQ-A4CE-01A-21-A45L-20	TCGA-CQ-A4CG-01A-21-A45L-20	TCGA-CQ-A4CH-01A-21-A45L-20	TCGA-CQ-A4CI-01A-21-A45L-20	TCGA-CV-5430-01A-31-2072-20	TCGA-CV-5431-01A-31-2072-20	TCGA-CV-5432-01A-31-2072-20	TCGA-CV-5436-01A-21-2072-20	TCGA-CV-5439-01A-21-2072-20	TCGA-CV-5440-01A-21-2072-20	TCGA-CV-5441-01A-21-2072-20	TCGA-CV-5966-01A-13-2072-20	TCGA-CV-5973-01A-13-2072-20	TCGA-CV-5976-01A-13-2072-20	TCGA-CV-5977-01A-13-2072-20	TCGA-CV-5979-01A-13-2072-20	TCGA-CV-6003-01A-13-2072-20	TCGA-CV-6436-01A-13-2073-20	TCGA-CV-6441-01A-13-2073-20	TCGA-CV-6933-01A-13-2073-20	TCGA-CV-6934-01A-13-2073-20	TCGA-CV-6935-01A-13-2073-20	TCGA-CV-6936-01A-13-2073-20	TCGA-CV-6937-01A-13-2073-20	TCGA-CV-6938-01A-13-2073-20	TCGA-CV-6940-01A-13-2073-20	TCGA-CV-6941-01A-13-2073-20	TCGA-CV-6942-01A-23-2073-20	TCGA-CV-6943-01A-13-2073-20	TCGA-CV-6945-01A-13-2073-20	TCGA-CV-6948-01A-13-2073-20	TCGA-CV-6950-01A-13-2073-20	TCGA-CV-6951-01A-13-2073-20	TCGA-CV-6952-01A-13-2073-20	TCGA-CV-6953-01A-13-2073-20	TCGA-CV-6955-01A-13-2073-20	TCGA-CV-6956-01A-23-2073-20	TCGA-CV-6959-01A-13-2073-20	TCGA-CV-6962-01A-13-2073-20	TCGA-CV-7089-01A-13-2073-20	TCGA-CV-7090-01A-13-2073-20	TCGA-CV-7091-01A-13-2073-20	TCGA-CV-7095-01A-23-2073-20	TCGA-CV-7097-01A-13-2073-20	TCGA-CV-7099-01A-13-2073-20	TCGA-CV-7101-01A-13-2073-20	TCGA-CV-7102-01A-13-2073-20	TCGA-CV-7103-01A-23-2074-20	TCGA-CV-7104-01A-13-2074-20	TCGA-CV-7177-01A-13-2074-20	TCGA-CV-7178-01A-23-2074-20	TCGA-CV-7180-01A-13-2074-20	TCGA-CV-7183-01A-13-2074-20	TCGA-CV-7235-01A-13-2074-20	TCGA-CV-7236-01A-13-2074-20	TCGA-CV-7238-01A-13-2074-20	TCGA-CV-7242-01A-13-2074-20	TCGA-CV-7243-01A-13-2074-20	TCGA-CV-7245-01A-13-2074-20	TCGA-CV-7247-01A-13-2074-20	TCGA-CV-7250-01A-13-2074-20	TCGA-CV-7254-01A-13-2074-20	TCGA-CV-7255-01A-13-2074-20	TCGA-CV-7261-01A-13-2074-20	TCGA-CV-7407-01A-13-2074-20	TCGA-CV-7409-01A-21-A45L-20	TCGA-CV-7410-01A-23-2074-20	TCGA-CV-7411-01A-13-2074-20	TCGA-CV-7413-01A-13-2074-20	TCGA-CV-7414-01A-13-2074-20	TCGA-CV-7415-01A-13-2074-20	TCGA-CV-7416-01A-13-2074-20	TCGA-CV-7421-01A-13-2074-20	TCGA-CV-7422-01A-23-2074-20	TCGA-CV-7423-01A-13-2074-20	TCGA-CV-7424-01A-13-2074-20	TCGA-CV-7425-01A-13-2074-20	TCGA-CV-7427-01A-13-2074-20	TCGA-CV-7428-01A-13-2074-20	TCGA-CV-7429-01A-13-2074-20	TCGA-CV-7430-01A-13-2074-20	TCGA-CV-7432-01A-13-2074-20	TCGA-CV-7433-01A-13-2074-20	TCGA-CV-7434-01A-13-2074-20	TCGA-CV-7435-01A-13-2074-20	TCGA-CV-7437-01A-23-2074-20	TCGA-CV-7438-01A-23-2074-20	TCGA-CV-7440-01A-13-2074-20	TCGA-CV-7446-01A-13-2074-20	TCGA-CV-7568-01A-13-2074-20	TCGA-CV-A45O-01A-41-A45L-20	TCGA-CV-A45P-01A-21-A45L-20	TCGA-CV-A45Q-01A-21-A45L-20	TCGA-CV-A45R-01A-21-A45L-20	TCGA-CV-A45T-01A-21-A45L-20	TCGA-CV-A45U-01A-21-A45L-20	TCGA-CV-A45V-01A-11-A45L-20	TCGA-CV-A45W-01A-21-A45L-20	TCGA-CV-A45X-01A-11-A45L-20	TCGA-CV-A45Z-01A-11-A45L-20	TCGA-CV-A460-01A-11-A45L-20	TCGA-CV-A463-01A-21-A45L-20	TCGA-CV-A464-01A-21-A45L-20	TCGA-CV-A465-01A-21-A45L-20	TCGA-CV-A468-01A-21-A45L-20	TCGA-CV-A6JO-01B-21-A45M-20	TCGA-CV-A6K0-01B-11-A45M-20	TCGA-CX-7085-01A-23-2073-20	TCGA-CX-A4AQ-01A-21-A45L-20	TCGA-D6-6515-01A-23-2073-20	TCGA-D6-6516-01A-13-2073-20	TCGA-D6-6517-01A-13-2073-20	TCGA-D6-6823-01A-13-2073-20	TCGA-D6-6824-01A-13-2073-20	TCGA-D6-6825-01A-23-2073-20	TCGA-D6-6826-01A-13-2073-20	TCGA-D6-6827-01A-13-2073-20	TCGA-D6-8568-01A-21-A45L-20	TCGA-D6-A4Z9-01A-21-A45L-20	TCGA-D6-A6EK-01A-21-A45M-20	TCGA-D6-A6EM-01A-11-A45M-20	TCGA-D6-A6EO-01A-21-A45M-20	TCGA-D6-A6EP-01A-21-A45M-20	TCGA-DQ-7592-01A-13-2074-20	TCGA-F7-8298-01A-21-A45L-20	TCGA-F7-8489-01A-21-A45L-20	TCGA-F7-A50G-01A-21-A45L-20	TCGA-F7-A50I-01A-21-A45L-20	TCGA-F7-A50J-01A-31-A45L-20	TCGA-F7-A61S-01A-21-A45M-20	TCGA-F7-A61V-01A-21-A45M-20	TCGA-F7-A61W-01A-21-A45M-20	TCGA-F7-A620-01A-21-A45M-20	TCGA-F7-A622-01A-21-A45M-20	TCGA-F7-A623-01A-21-A45M-20	TCGA-H7-8501-01A-21-A45L-20	TCGA-H7-8502-01A-21-A45L-20	TCGA-H7-A6C4-01A-21-A45M-20	TCGA-H7-A6C5-01A-21-A45M-20	TCGA-HD-8224-01A-21-A45L-20	TCGA-HL-7533-01A-21-A45L-20	TCGA-IQ-7630-01A-13-2074-20	TCGA-IQ-7632-01A-13-2074-20	TCGA-IQ-A61E-01A-11-A45L-20	TCGA-IQ-A61H-01A-21-A45L-20	TCGA-IQ-A61L-01A-21-A45L-20	TCGA-IQ-A61O-01A-21-A45L-20	TCGA-IQ-A6SG-01A-21-A45M-20	TCGA-KU-A66S-01A-11-A45M-20	TCGA-KU-A66T-01A-21-A45L-20	TCGA-MT-A51W-01A-11-A45M-20	TCGA-MT-A51X-01A-21-A45M-20	TCGA-MT-A67F-01A-21-A45M-20	TCGA-MT-A67G-01A-21-A45M-20	TCGA-MT-A7BN-01A-21-A45M-20	TCGA-QK-A652-01A-21-A45M-20	TCGA-QK-A6IG-01A-21-A45M-20	TCGA-QK-A6II-01A-21-A45M-20	TCGA-QK-A6VB-01A-21-A45M-20	TCGA-RS-A6TO-01A-21-A45M-20	TCGA-RS-A6TP-01A-21-A45M-20	TCGA-T2-A6WZ-01A-11-A45L-20	TCGA-TN-A7HJ-01A-21-A45L-20	TCGA-UF-A718-01A-11-A45M-20	TCGA-UF-A719-01A-21-A45M-20	TCGA-UF-A71A-01A-11-A45M-20	TCGA-UF-A71D-01A-21-A45M-20	TCGA-UF-A71E-01A-21-A45M-20	TCGA-UF-A7JC-01A-11-A45M-20	TCGA-UF-A7JD-01A-21-A45M-20	TCGA-UF-A7JJ-01A-21-A45M-20	TCGA-UF-A7JO-01A-21-A45M-20	TCGA-UF-A7JS-01A-21-A45M-20	TCGA-UF-A7JT-01A-21-A45M-20	TCGA-UF-A7JV-01A-21-A45M-20	TCGA-WA-A7H4-01A-11-A45M-20	TCGA-BA-5153-01A-21-2072-20	TCGA-BA-5559-01A-21-2072-20	TCGA-BA-6869-01A-13-2073-20	TCGA-BA-A4IF-01A-21-A45L-20	TCGA-BA-A4IG-01A-21-A45L-20	TCGA-BA-A4IH-01A-21-A45L-20	TCGA-CN-4741-01A-21-2072-20	TCGA-CN-5374-01A-21-2072-20	TCGA-CN-A499-01A-21-A45L-20	TCGA-CN-A49A-01A-21-A45L-20	TCGA-CN-A49B-01A-41-A45L-20	TCGA-CN-A49C-01A-21-A45L-20	TCGA-CN-A6UY-01A-21-A45M-20	TCGA-CN-A6V1-01A-21-A45M-20	TCGA-CN-A6V6-01A-21-A45M-20	TCGA-CN-A6V7-01A-21-A45M-20	TCGA-CQ-5323-01A-21-2072-20	TCGA-CV-5442-01A-21-2072-20	TCGA-CV-5970-01A-13-2072-20	TCGA-CV-5971-01A-13-2072-20	TCGA-CV-6433-01A-13-2073-20	TCGA-CV-6939-01A-13-2073-20	TCGA-CV-6961-01A-23-2073-20	TCGA-CV-7100-01A-13-2073-20	TCGA-CV-7406-01A-13-2074-20	TCGA-DQ-7591-01A-13-2074-20	TCGA-DQ-7593-01A-21-A45L-20	TCGA-H7-A76A-01A-61-A45L-20	TCGA-HD-A633-01A-21-A45M-20	TCGA-TN-A7HI-01A-21-A45L-20	TCGA-TN-A7HL-01A-21-A45L-20	TCGA-UP-A6WW-01A-21-A45L-20	TCGA-CX-7086-01A-13-2073-20	TCGA-CX-7219-01A-13-2074-20	TCGA-BA-5555-01A-21-2072-20	TCGA-BA-6870-01A-13-2073-20	TCGA-BA-A6D8-01A-21-A45L-20	TCGA-BA-A6DD-01A-21-A45L-20	TCGA-BA-A8YP-01A-21-A45M-20	TCGA-BB-4217-01A-21-2072-20	TCGA-CN-5355-01A-21-2072-20	TCGA-CN-5363-01A-21-2072-20	TCGA-CN-6020-01A-13-2073-20	TCGA-CV-5434-01A-21-2072-20	TCGA-CV-5443-01A-21-2072-20	TCGA-CV-5444-01A-11-2072-20	TCGA-CV-5978-01A-13-2072-20	TCGA-CV-6954-01A-13-2073-20	TCGA-CV-6960-01A-13-2073-20	TCGA-CV-7248-01A-13-2074-20	TCGA-CV-7252-01A-13-2074-20	TCGA-CV-7253-01A-13-2074-20	TCGA-CV-7263-01A-13-2074-20	TCGA-CV-7418-01A-13-2074-20	TCGA-HD-A4C1-01A-21-A45L-20	TCGA-IQ-A61I-01A-21-A45L-20	TCGA-IQ-A6SH-01A-21-A45M-20	TCGA-QK-A6VC-01A-11-A45M-20	TCGA-QK-A8Z7-01A-21-A45M-20	TCGA-QK-A8Z9-01B-21-A45M-20	TCGA-QK-A8ZB-01A-21-A45M-20	TCGA-QK-AA3K-01A-21-A45L-20	TCGA-T3-A92M-01A-21-A45M-20	TCGA-T3-A92N-01A-21-A45L-20
1433BETA	1.243325942	0.988169537	1.272202945	1.250783306	0.956553078	1.04514434	1.090217263	0.94658832	1.088901075	0.992606964	0.953239591	1.281126796	1.013630054	1.055273526	1.081780181	1.09760661	1.004575737	1.001344403	1.024401972	0.813117218	1.106154958	1.14339282	1.124299303	0.941245764	1.12736156	1.06376553	0.819623656	1.280396762	0.822925175	0.848920276	1.353251209	0.873314095	1.018078472	1.005966932	1.143198459	1.172795248	0.993677969	1.647781767	0.974855523	1.072695887	1.036806172	1.195494611	1.013250014	1.063915531	0.876016809	1.043200092	1.062450465	0.825356388	0.931940787	0.956732927	0.939642308	1.062242246	1.029569754	1.015616686	1.04116471	1.097488075	0.926506702	1.15397211	0.97397173	1.043935807	0.895019297	1.212664494	1.378795097	1.294403537	1.252360286	1.047800285	1.282575287	1.098648733	0.808309701	0.967486314	0.856004197	0.852740498	0.877946167	0.914239232	0.907207572	0.912483752	0.903056643	0.995923432	0.991573999	0.916587266	1.161729682	0.942264743	1.114983939	0.996123234	1.006856096	0.995106512	0.920882343	0.987393141	0.980477089	1.276471971	0.87808665	1.185850217	1.163694665	0.979795894	0.81501399	0.897726341	0.732442822	0.959593041	1.171447308	1.056411725	1.003191883	1.445347822	1.096484332	1.137849412	1.209551948	0.778590535	0.698060154	0.997122847	0.888296229	1.16258968	0.879862178	0.954358397	1.195398975	1.308471942	1.002459018	1.001460065	1.045042966	0.941869075	0.977513673	1.067372478	1.176918992	0.94839898	0.887426125	0.974521205	0.990035973	1.00145005	1.11148838	1.017524788	0.991061984	1.050204598	1.024427582	0.719081914	0.694071707	0.910840026	1.049075185	1.059188448	1.034420121	0.973922059	0.942179943	1.175472271	0.966209108	1.104901289	0.91562627	0.975077816	0.938158845	1.187879756	0.912854295	0.946332776	0.956679351	1.070102031	0.964866046	1.112022022	1.309964451	0.934379132	1.108458155	0.899541581	0.966250656	0.949363993	1.307974817	0.81302778	1.085495972	0.997503521	1.036650663	1.028669274	1.23014248	1.296722594	1.120640055	1.022880841	1.044095541	0.834084969	0.931466549	0.971359153	0.915455979	0.857537817	0.912142547	1.171658188	1.031428774	1.22607744	0.839045788	0.726541263	1.0206391	1.131970591	1.185020412	1.007179953	1.148790902	0.87580659	1.284410682	1.137053196	1.065527519	0.963673244	0.862655376	1.088486283	0.878042747	0.91247189	1.016302458	1.195817438	0.9421611	0.877042348	1.020920836	1.103407369	1.249858069	1.070581544	0.9852075	0.968599563	1.309964451	1.2928124	1.120303914	0.989298671	1.087695241	1.035974987	1.100223125	0.883008899	1.133590467	0.91359492	0.975213361	1.08086214	1.061873711	0.927004369	1.035993635	1.000584171	1.039259042	0.963267623	0.90879294	1.00852826	1.103606	0.980090857	1.240171901	0.912366049	1.081128064	0.993124446	0.987771385	1.121357494	1.117093251	1.062719299	0.960498364	1.056488845	0.839373079	1.451242375	0.985408503	1.108835095	0.999192326	1.108336231	0.983476043	1.224631522	1.151551312	1.150446353	1.125019085	1.2297366	1.024731882	0.961374738	1.492123092	1.05007228	1.078294903	1.090761417	1.093294921	0.966789008	0.997329273	1.238474029	1.003562531	1.027994688	1.045887702	0.916481864	0.9152125	1.109900087	0.888296229	1.177201486	1.051785294	0.991115998	0.967189341	0.998208407	0.959815692	0.993450442	0.936781701	1.00881664	1.000936438	1.008700128	0.959477897	1.088699647	0.959798416	1.036132467	1.06567031	0.97378572	0.983990536	1.044048558	1.106000107	0.97073574	1.013186181	1.023648289	1.30712491	1.085732636	0.883388675	0.872982298	1.048282384	1.042922637	0.938873994	0.97109595	1.106697107	0.956482295	0.910600506	0.882797003	0.994272068	0.827240348	1.025703789	0.877630164	0.912479189	0.930747735	0.973289215	0.874537591	0.998542264	1.201402951	0.749859068	1.004565892	1.106110713	1.089025217	1.102287978	1.039738251	0.808875716	0.977450136	1.004575737	1.128478201	1.004984984	0.922064593	0.834235118	1.483701531	1.07749295	1.140492287	1.121963191	1.656505064	0.978662926	1.230720783	1.05540861	1.04246698	1.496725916	0.98917106	1.066271517	0.956073965	0.988683519	0.988447251	1.128421778	1.187749096	1.314991235	1.360578531	0.973477078	1.00718519	1.194025056	1.122019291	1.056018813	1.100894466	1.135360248	1.016344128	1.064458267	1.007774667	1.026402531	0.927595987
1433EPSILON	1.00657331	1.008889075	1.197971848	1.444480874	1.139386546	0.820624207	1.358335428	1.093914995	1.176048394	1.133613139	1.096902172	0.929322921	0.989625193	1.093370361	0.816408856	1.219376911	1.024804641	0.97800353	1.090369904	0.7709051	0.932918905	1.000130008	1.091893123	1.036327279	0.790128254	1.042002143	1.07070788	1.137621865	2.179139339	2.587080449	1.263657129	0.856774947	0.959835849	0.855473639	0.887035744	1.090857408	0.820263212	1.549279525	1.056004028	1.002895384	1.114192581	1.309754873	0.981773155	0.948572553	1.064846865	1.492302158	1.37250838	1.061172045	1.123579982	2.485018241	1.176048394	1.330906115	1.034150172	1.229257096	1.295128606	0.929937406	0.924180389	1.190519778	0.92089984	0.929891841	0.920412813	0.989005882	1.333263905	1.053091369	1.062131778	0.747650243	1.108668782	0.975322591	0.794811738	0.982009791	0.881570767	0.856637874	0.907320072	0.941149762	0.915409292	1.033709718	1.534953366	0.904276593	0.807800627	1.31520165	0.996704343	0.721906247	1.21384135	0.974280528	0.92048829	1.20759406	1.026726925	1.138612026	1.154780174	1.381527816	1.081979247	1.406437625	1.773437937	1.238325421	1.15366058	1.736636159	0.691812717	0.827935522	1.432627255	1.041144928	0.981010614	4.393824358	0.963578809	0.962194178	1.314859742	0.898363953	1.01781686	1.064897979	0.958219887	1.105369867	1.319100414	1.249833072	1.204253653	0.985714027	1.115028539	1.274074458	1.046476702	1.176624799	1.011482423	1.291210306	1.413501557	1.010655368	0.904466511	1.111188319	0.968597626	1.14081167	1.054495022	1.174673222	0.9879492	0.930752389	0.884245977	1.205904611	1.092351815	1.026252687	0.994298217	1.133114459	1.301906853	1.119284901	0.943045262	1.128670058	1.059882444	1.124884091	1.054722817	1.148882809	0.947619717	1.56732446	0.966751304	0.959792657	0.970109817	0.958119279	0.95801485	1.408408016	1.322851984	1.00246764	1.093776077	0.93034853	1.485572173	0.955060108	1.009602208	0.92065031	1.227782872	0.840818043	2.480648456	1.041701048	1.079355388	0.965482792	1.016452882	0.913172937	0.838995446	0.934041882	0.916121758	1.030981231	0.854550226	1.099451039	0.958587914	1.097437591	1.00717955	1.20357946	0.888260698	1.290087441	0.959431843	0.829875159	0.726875549	1.087191755	0.979617588	0.767466844	0.943474445	1.18340988	0.843133475	0.845827365	0.90231644	1.231422494	0.835537541	0.960755812	1.181647912	1.28103712	1.033737629	0.825860009	0.879651036	1.059023228	1.356353705	1.23435677	0.911605453	1.088284932	0.925523274	0.733131642	1.10928981	1.089817226	0.960212178	1.017133117	1.179959363	1.146713471	1.147780411	1.439693149	0.986349031	1.093857019	1.006250654	1.19011507	1.553903263	1.152426823	0.980345714	0.873349028	1.809625649	1.418258911	1.07624163	0.957024775	1.249358226	0.931134075	1.090498575	0.9666382	1.008463414	1.096337413	1.224264187	1.463089067	1.239923892	0.868593537	1.203856315	1.430880516	0.921712432	1.953416713	1.118915598	2.029095242	1.153510614	1.244321	1.092522235	1.097474905	1.433343748	1.204253653	0.803000454	1.180773816	1.286480249	1.004726334	0.992548898	1.112967643	1.020101365	0.968447505	0.986097544	0.95886211	0.988383993	1.103491231	0.875517622	1.86742411	1.357887251	0.938719093	0.926544689	0.76650811	0.869810419	1.070414546	0.932891851	1.731018563	1.136109833	1.373881575	0.934865136	1.087794226	0.93930034	0.939335095	1.045927446	1.183433548	1.285078749	0.851649689	0.764999576	0.855097313	0.79552739	1.029798343	1.009456028	1.377940509	1.261838772	0.794875325	1.121065979	1.142467046	0.952886957	1.007999123	1.138168054	1.218548017	1.501943596	1.182877465	1.108347315	1.182794667	1.332997279	1.146495617	1.173745597	2.109624564	0.93274913	0.911100563	1.385997366	1.010199666	0.983992504	0.969075262	0.977406152	1.148917276	1.23121317	1.11071061	0.983609805	1.252761106	2.074956107	0.948813521	1.039762166	0.744822011	1.037348564	1.079541053	1.092428282	1.409027852	0.784224459	1.346272954	1.12411943	1.230425445	1.228286366	1.000203021	1.04748285	1.025094701	0.918704274	1.678717317	1.189210926	1.044680399	1.124569167	0.910021549	0.903074704	1.096088573	1.090697064	1.244271229	1.26617431	1.047944891	0.922665976	1.077830258	0.858344281	1.132015871	1.041033532	0.968827211	1.738112927	1.006112204	1.036271319	0.729912949	1.394477788	0.805703073
